#묶음	번호	식별자	EN	JP	KO
0	0	MA_LEGAL_PATH	<1>As you can see, the Path Placement icon is ON. You can use your stylus to place paths!	<1>歩道設置アイコンがＯＮになっています。\nタッチペンで歩道が書けますよ！	
6	65	CELL2691	<2>Look, your Whippy Ice Cream shop is now in place! By the way, there's one thing to remember about shop placement, too.	<2>これでウォーリーアイスが配置されましたよ！\nあ、ショップの配置にも\n大事なルールがあります。	
6	66	CELL2701	<1>As with rides, you should place shops next to Paths.	<1>アトラクションと同じように、\nショップも歩道に隣接した場所に\n設置してくださいね！	
6	67	CELL2711	<3>Uh oh. The guest who just came out of the Whippy Ice Cream shop threw some trash on the ground.	<3>おっと？\nウォーリーアイスから出てきたお客さん\nゴミを歩道に捨ててったぞ…	
6	68	CELL2721	<4>Having trash all over your theme park will ruin its reputation.	<4>パークがゴミで汚れてくると、\nお客さんから”汚いパーク”って風評が立って\n評判、悪くなっちゃうんですよねー。	
6	69	CELL2731	<1>So here's what you can do about it -- Hire some staff to help keep the park clean!	<1>そこで提案。\n園内をきれいに掃除してくれる清掃スタッフ、\nスイーパーを雇用しましょう！	
6	70	CELL2741	<1>The flashing icon you see now is the "Staff" icon. Let's tap this icon.	<1>いま光っているのが”スタッフアイコン”です。\nタッチしてください。	
6	71	CELL2751	<1>The upper and lower screens have switched. The lower screen now shows the "Hire Staff" screen.	<1>画面が切り替わりましたね。\n下画面に表示されているのが\n”スタッフ雇用画面”です。	
6	72	CELL2761	<1>Tap the "Handyman" icon to see a description.	<1>次に”スイーパー”をタッチしましょう。	
6	73	CELL2771	<1>As mentioned in the description, Handymen are pros at keeping the park clean!	<1>説明文の通り\n彼はパークをキレイにする事に関しての\nプロフェッショナル！頼りになります！	
6	74	CELL2781	<1>Either draw a check mark on, or a circle around, the "Handyman" icon.	<1>スイーパーを”チェック”\n又は○で囲んでください。	
6	75	CELL2791	<1>The upper and lower screens have switched again. Let's place the Handyman you selected.	<1>画面が切り替わりましたね。\nそれでは選択中のスイーパーを\n配属しましょう！	
6	76	CELL2801	<1>Tap the flashing location in the park, and then tap OK to confirm placement.	<1>パークの光っている場所をタッチすると、\nＯＫアイコンが表示されます。配置しましょう！	
6	77	CELL2811	<1>Look! The Handyman has started to clean the area. You should hire more handymen as your theme park gets bigger.	<1>スイーパーが清掃を始めましたね！\nパークの規模に合わせて\n雇用人数、考えましょうね。	
6	78	CELL2821	<5>Whoa! Smoke is coming out from the Bouncy Castle ride! We better do something!	<5>わっ！\nバウンシーキャッスルが煙をふいてる！\nヤ、ヤバい！	
6	79	CELL2831	<3>If we don't, the Bouncy Castle ride will explode, and who knows what'll happen then!	<3>このままだとバウンシーキャッスルは爆発して\n大変な事故が起きてしまいますよ！	
6	80	CELL2841	<4>Trust me, you don't want any rides exploding. Because you won't be able to build anything new in its place!	<4>事故の現場ってのはそりゃむごいですよ…\n業者もソコに、二度と施設を\n建ててくれなくなりますから！	
6	81	CELL2851	<3>You have to perform daily maintenance to prevent ride malfunctions.	<3>そんなことにならないよう、\nオーナーは常日頃、メンテナンスを\n怠らない努力が必要がなんです！	
6	82	CELL2861	<3>Okay, let's take care of this now! This time, let's hire a Mechanic to help keep the rides running!	<3>善は急げ！\nアトラクションを修理するスタッフ、\nメカニックを雇いましょう！	
6	83	CELL2871	<1>As with the Handyman, tap the flashing "Staff" icon.	<1>スイーパーの時と同じく、光っている\n”スタッフアイコン”をタッチしてください。	
6	84	CELL2881	<1>Now the "Hire Staff" screen is displayed, let's select the Mechanic.	<1>”スタッフ雇用画面”が表示されましたね。\n次に”メカニック”を選択してください。	
6	85	CELL2891	<1>Either draw a check mark on, or a circle around, the Mechanic.	<1>メカニックを”チェック”\n又は○で囲んでください。	
6	86	CELL2901	<1>The upper and lower screens have switched again.	<1>画面が切り替わりましたね。\nそれでは選択中のメカニックを\n配属しましょう！さぁ早く！	
6	87	CELL2911	<1>First tap the flashing location in the park, then tap OK to place the Mechanic there.	<1>パークの光っている場所をタッチすると、\nＯＫアイコンが表示されます。\n配置しましょう！	
6	88	CELL2921	<1><2>The Mechanic will notice smoking rides and automatically move to repair them.	<1>メカニックが配属されましたね！\n普段は自発的に\n故障アトラクションに急行してくれます。	
6	89	CELL2931	<1>But when you have a large number of rides, you may need to manually specify which ride(s) he should work on.	<1>…が、アトラクションが増えてくると\nオーナー自ら修理を\n直接指示する必要もでてくるでしょ？	
6	90	CELL2941	<1>I'll show you how to do that now, so you'll know how to do it when the time comes!	<1>そんな事態を想定して、\n修理先の指定方法を\nオーナーにレクチャーします！	
6	91	CELL2951	<1>First of all, make sure that none of the icons along the bottom of the screen are active. This is called the cursor being "free".	<1>まず、どのアイコンも\nＯＮになってない事を確認してください。\nこれを”カーソルフリー”と呼びます。	
6	92	CELL2961	<1>With the cursor free, tap the Bouncy Castle ride.	<1>カーソルフリー状態で、\nバウンシーキャッスルをタッチしてください。	
6	93	CELL2971	<1>A "Status" screen is displayed in the upper screen, showing you the Bouncy Castle's current status.	<1>上画面に”ステータス画面”が\n表示されています。これが現在の\nバウンシーキャッスルの状況です。	
6	94	CELL2981	<1>When the cursor is free during gameplay you can tap your staff, shops, guests or rides to bring up their Status screens.	<1>”カーソルフリー”状態で、\nスタッフやショップ、\nアトラクションをタッチすると…	
6	95	CELL2991	<1>You can refer to these Status screens and edit their details at any time during the game.	<1>いつでもステータス情報を参照できます。\n覚えておきましょう！	
6	96	CELL3001	<1>As you can see, one of the bars on the Bouncy Castle's Status screen is flashing.	<1>バウンシーキャッスルのステータス画面で、\n光っているゲージがありますよね？	
6	97	CELL3011	<1>This is the "Reliability" bar for this ride.	<1>これは、このアトラクションの耐久度を表す\n”耐久ゲージ”です。	
6	98	CELL3021	<5>The bar is currently red! Red indicates the ride is in a dangerous state of disrepair.	<5>ゲージが真っ赤です！\nコレは今まさにヤバい！って事を表しています！	
6	99	CELL3031	<1>You can call a Mechanic to the scene on the double by tapping this Reliability bar.	<1>このゲージをタッチすると、\n近くにいるメカニックを今すぐココに\n呼び寄せることができます。	
6	100	CELL3041	<1>Look at the bottom right corner of the park screen. The icon that has appeared there is the "Edit" icon.	<1>パーク画面右下を見てください。\n新たに出現したアイコン、コレは\n”エディットアイコン”といいます。	
6	101	CELL3051	<1>Let's tap the "Edit" icon.	<1>”エディットアイコン”をタッチしましょう。	
6	102	CELL3061	<1>The upper and lower screens have switched. You are now able to edit the Status screen.	<1>画面が切り替わりましたね。\nこれでステータス画面を\nタッチする事ができます。	
6	103	CELL3071	<3>Quickly! Tap the Reliability bar before it's too late!	<3>オーナー、急いで！\nヤバい事故が起きる前にゲージをタッチ！\n早くタッチ！	
6	104	CELL3081	<4>Phew, a mechanic has started working on repairing the Bouncy Castle. That was a close one!	<4>ふぅ、近くのメカニックが\nバウンシーキャッスルの修理に\n取りかかりました。間に合った～！	
6	105	CELL3091	<2>Alrighty then! That's about it. Thank you for your attention. Here's one last tip for you.	<2>さて！長いことボクのレクチャーに\n付き合ってくれたオーナーに、\nスゲェ技、伝授しますよ！	
6	106	CELL3101	<1>First of all, make sure that the cursor is free.	<1>まず”カーソルフリー”状態である事を\n確認してくださいね。	
6	107	CELL3111	<1>Try tapping the mechanic several times, quickly, with your stylus.	<1>この状態で、\nタッチペンでメカニックを\n素早く何度もタッチしてみましょう！	
6	108	CELL3121	<2>Do you see it? The Mechanic works faster when you do this.	<2>どうですか？\nメカニックの動作が\n速くなったの、分かりましたか？	
6	109	CELL3131	<1>Even the best Mechanics need a certain amount of time to repair a ride.	<1>アトラクション修理には、どんなに出来る\nメカニックでも、ある程度の慣れが必要です。	
6	110	CELL3141	<1>But if you - the park owner - encourage him by tapping on him, he will work more quickly!	<1>でもオーナーが応援することで、\nスタッフのヤル気がアップ！\n作業スピードが向上します！	
6	111	CELL3151	<2>All types of staff, not just the Mechanics, will try to impress you and start working faster if you encourage them.	<2>メカニックだけじゃなく\nスタッフのみんな、オーナーに良いトコ\n見せようと張り切りますよ！	
6	112	CELL3161	<1>So if you see one of your staff working hard, give them some encouragement!	<1>だから頑張っているスタッフを見つけたら、\nオーナーが直接、応援してあげてくださいね。	
6	113	CELL3171	<2>That's it for our tutorial! Thank you for your attention!	<2>どうもお疲れ様でした！\nこれで、チュートリアルは終わりです！	
6	114	CELL3181	<1>We only covered the basics here, but I think you'll be fine!	<1>基本的な事しか説明できませんでしたけど\nなぁに、オーナーならきっとバッチリですよ！	
6	115	CELL3191	<1>Four advisors, including me, will always be happy to offer help.	<1>ボクを含めた４人のアドバイザーが、\nいつでもオーナーを助けるために助言します！	
6	116	CELL3201	<1>So are you ready? Let's make the best theme park ever!	<1>目指すは世界一のテーマパーク王！\nスゲェ、テーマパーク一緒に作りましょう！	
6	117	TT_SKIP_CONFIRM_MESSAGE	<1>You sure you want to miss out on this tutorial?	<1>スタートボタンで、\nチュートリアルをスキップします。\nどうします？	
